"Time_ms";"MsgProc";"StateAfter";"MsgClass";"MsgNumber";"Var1";"Var2";"Var3";"Var4";"Var5";"Var6";"Var7";"Var8";"TimeString";"MsgText";"PLC"
45464151715.2431;2;0;64;78;;;;;;;;;"21.06.2024 03:38:28";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151726.875;2;1;64;78;;;;;;;;;"21.06.2024 03:38:29";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151807.8357;2;0;64;78;;;;;;;;;"21.06.2024 03:38:36";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151911.9907;2;1;64;78;;;;;;;;;"21.06.2024 03:38:45";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151923.5764;2;0;64;78;;;;;;;;;"21.06.2024 03:38:46";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151981.4352;2;1;64;78;;;;;;;;;"21.06.2024 03:38:51";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464151993.0671;2;0;64;78;;;;;;;;;"21.06.2024 03:38:52";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152004.5949;2;1;64;78;;;;;;;;;"21.06.2024 03:38:53";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152155.0463;2;0;64;78;;;;;;;;;"21.06.2024 03:39:06";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152166.5625;2;1;64;78;;;;;;;;;"21.06.2024 03:39:07";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152178.2523;2;0;64;78;;;;;;;;;"21.06.2024 03:39:08";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152201.3657;2;1;64;78;;;;;;;;;"21.06.2024 03:39:10";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152212.9167;2;0;64;78;;;;;;;;;"21.06.2024 03:39:11";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152282.2454;2;1;64;78;;;;;;;;;"21.06.2024 03:39:17";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152293.8657;2;0;64;78;;;;;;;;;"21.06.2024 03:39:18";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
45464152305.5093;2;1;64;78;;;;;;;;;"21.06.2024 03:39:19";"Warnung Zugspannung Auslauf Ist und Soll weichen zu weit voneinander ab";"AME"
